Gene_Symbol,Sample,Group,Expression
CRNN,GSM1551375,CIN3,13.6463207249219
CRISP3,GSM1551375,CIN3,11.6814660892188
TMPRSS11B,GSM1551375,CIN3,12.2475700233594
SPINK7,GSM1551375,CIN3,12.1364811240625
MAL,GSM1551375,CIN3,14.4041563378125
CDKN2A,GSM1551375,CIN3,11.3847055648438
CRNN,GSM1551376,CIN3,15.0704620430469
CRISP3,GSM1551376,CIN3,13.1797211491406
TMPRSS11B,GSM1551376,CIN3,13.8114142366406
SPINK7,GSM1551376,CIN3,13.6532815875
MAL,GSM1551376,CIN3,15.1486190874219
CDKN2A,GSM1551376,CIN3,9.12216064390625
CRNN,GSM1551377,CIN3,15.0540024903906
CRISP3,GSM1551377,CIN3,12.6352687080469
TMPRSS11B,GSM1551377,CIN3,10.6610330987188
SPINK7,GSM1551377,CIN3,9.92663520946875
MAL,GSM1551377,CIN3,14.849519444375
CDKN2A,GSM1551377,CIN3,2.17023171261719
CRNN,GSM1551378,CIN3,14.1963942842969
CRISP3,GSM1551378,CIN3,12.214439366875
TMPRSS11B,GSM1551378,CIN3,12.8153729500781
SPINK7,GSM1551378,CIN3,13.8967161428906
MAL,GSM1551378,CIN3,14.6187871625781
CDKN2A,GSM1551378,CIN3,9.37688337328906
CRNN,GSM1551379,CIN3,13.31988912625
CRISP3,GSM1551379,CIN3,3.49112924189844
TMPRSS11B,GSM1551379,CIN3,10.6518053767578
SPINK7,GSM1551379,CIN3,7.58409640084375
MAL,GSM1551379,CIN3,14.3722369990625
CDKN2A,GSM1551379,CIN3,10.4971472991562
CRNN,GSM1551380,CIN3,12.8845241390625
CRISP3,GSM1551380,CIN3,3.78383730659375
TMPRSS11B,GSM1551380,CIN3,11.6623065304688
SPINK7,GSM1551380,CIN3,9.97350748654688
MAL,GSM1551380,CIN3,13.4495834726563
CDKN2A,GSM1551380,CIN3,12.1256184946094
CRNN,GSM1551381,CIN3,11.1589698044531
CRISP3,GSM1551381,CIN3,4.50729852001562
TMPRSS11B,GSM1551381,CIN3,11.0446620467969
SPINK7,GSM1551381,CIN3,10.41318199275
MAL,GSM1551381,CIN3,12.3392406717969
CDKN2A,GSM1551381,CIN3,12.0602413032813
CRNN,GSM1551382,CIN3,14.4346720484375
CRISP3,GSM1551382,CIN3,11.9122421075781
TMPRSS11B,GSM1551382,CIN3,13.7627481171875
SPINK7,GSM1551382,CIN3,13.4703376247656
MAL,GSM1551382,CIN3,14.7127386242969
CDKN2A,GSM1551382,CIN3,11.1990301761719
CRNN,GSM1551383,CIN3,10.0871183804531
CRISP3,GSM1551383,CIN3,3.92396521553125
TMPRSS11B,GSM1551383,CIN3,6.85927602040625
SPINK7,GSM1551383,CIN3,5.84745479663281
MAL,GSM1551383,CIN3,9.19599760792187
CDKN2A,GSM1551383,CIN3,12.0534638809375
CRNN,GSM1551384,CIN3,14.3884118213281
CRISP3,GSM1551384,CIN3,12.5928714665625
TMPRSS11B,GSM1551384,CIN3,13.59384220125
SPINK7,GSM1551384,CIN3,13.0989363739063
MAL,GSM1551384,CIN3,14.8167715766406
CDKN2A,GSM1551384,CIN3,11.2571076596875
CRNN,GSM1551385,CIN3,9.77846019710156
CRISP3,GSM1551385,CIN3,3.64236776960938
TMPRSS11B,GSM1551385,CIN3,9.14898203551562
SPINK7,GSM1551385,CIN3,2.40433180202344
MAL,GSM1551385,CIN3,7.27532920133594
CDKN2A,GSM1551385,CIN3,10.4179510163359
CRNN,GSM1551386,CIN3,7.89790739285938
CRISP3,GSM1551386,CIN3,4.21583244010938
TMPRSS11B,GSM1551386,CIN3,2.75934721395312
SPINK7,GSM1551386,CIN3,2.47213815875781
MAL,GSM1551386,CIN3,7.6226539745625
CDKN2A,GSM1551386,CIN3,10.9880214838281
CRNN,GSM1551387,CIN3,1.53824132710938
CRISP3,GSM1551387,CIN3,3.72019367771875
TMPRSS11B,GSM1551387,CIN3,2.81151019595313
SPINK7,GSM1551387,CIN3,2.33789039269531
MAL,GSM1551387,CIN3,7.42515734325
CDKN2A,GSM1551387,CIN3,12.1136733704687
CRNN,GSM1551388,CIN3,13.1814789255469
CRISP3,GSM1551388,CIN3,12.3582730560938
TMPRSS11B,GSM1551388,CIN3,11.7069537291406
SPINK7,GSM1551388,CIN3,13.4961282392188
MAL,GSM1551388,CIN3,14.1299046871094
CDKN2A,GSM1551388,CIN3,10.5936164751016
CRNN,GSM1551389,CIN3,13.5510257457031
CRISP3,GSM1551389,CIN3,12.1847800417187
TMPRSS11B,GSM1551389,CIN3,12.5227661232031
SPINK7,GSM1551389,CIN3,11.9844142464844
MAL,GSM1551389,CIN3,14.5394732505469
CDKN2A,GSM1551389,CIN3,11.8149515945312
CRNN,GSM1551390,CIN3,8.25143542120312
CRISP3,GSM1551390,CIN3,3.42954874661719
TMPRSS11B,GSM1551390,CIN3,6.9376872585
SPINK7,GSM1551390,CIN3,3.01791861429688
MAL,GSM1551390,CIN3,2.56945021247656
CDKN2A,GSM1551390,CIN3,10.9914176525469
CRNN,GSM1551391,CIN3,13.7202640332031
CRISP3,GSM1551391,CIN3,11.6115120771094
TMPRSS11B,GSM1551391,CIN3,10.5305314600547
SPINK7,GSM1551391,CIN3,9.48559144475
MAL,GSM1551391,CIN3,14.2402425036719
CDKN2A,GSM1551391,CIN3,12.2052066833594
CRNN,GSM1551392,CIN3,11.4638904147656
CRISP3,GSM1551392,CIN3,9.36240892377344
TMPRSS11B,GSM1551392,CIN3,9.66294330891406
SPINK7,GSM1551392,CIN3,6.44608852030469
MAL,GSM1551392,CIN3,10.5020120384531
CDKN2A,GSM1551392,CIN3,11.0658300599375
CRNN,GSM1551393,CIN3,6.03901380345313
CRISP3,GSM1551393,CIN3,10.2416120272656
TMPRSS11B,GSM1551393,CIN3,3.38526033332031
SPINK7,GSM1551393,CIN3,2.35684479996094
MAL,GSM1551393,CIN3,9.79992933771094
CDKN2A,GSM1551393,CIN3,9.34075779207031
CRNN,GSM1551394,CIN3,4.88732469071875
CRISP3,GSM1551394,CIN3,9.1148367534375
TMPRSS11B,GSM1551394,CIN3,5.62606233983594
SPINK7,GSM1551394,CIN3,11.6101688621875
MAL,GSM1551394,CIN3,3.70760135769531
CDKN2A,GSM1551394,CIN3,10.8131238323438
CRNN,GSM1551395,CIN3,1.52096458340625
CRISP3,GSM1551395,CIN3,3.41613941030469
TMPRSS11B,GSM1551395,CIN3,2.70225223154688
SPINK7,GSM1551395,CIN3,2.33543057871094
MAL,GSM1551395,CIN3,3.88163064260937
CDKN2A,GSM1551395,CIN3,1.72248345424219
CRNN,GSM1551396,CIN3,13.8840372549219
CRISP3,GSM1551396,CIN3,6.98357706710156
TMPRSS11B,GSM1551396,CIN3,12.1186968727344
SPINK7,GSM1551396,CIN3,10.4153029882734
MAL,GSM1551396,CIN3,14.3278659145312
CDKN2A,GSM1551396,CIN3,11.2491808964062
CRNN,GSM1551397,CIN3,7.09253314596875
CRISP3,GSM1551397,CIN3,7.22443469094531
TMPRSS11B,GSM1551397,CIN3,3.44261098886719
SPINK7,GSM1551397,CIN3,2.34246425889844
MAL,GSM1551397,CIN3,9.87561658133594
CDKN2A,GSM1551397,CIN3,11.1122090534375
CRNN,GSM1551398,CIN3,1.55600783047656
CRISP3,GSM1551398,CIN3,8.48959295496094
TMPRSS11B,GSM1551398,CIN3,6.56991453564062
SPINK7,GSM1551398,CIN3,2.47083496870312
MAL,GSM1551398,CIN3,2.6171162965
CDKN2A,GSM1551398,CIN3,11.5439991696094
CRNN,GSM1551399,CIN3,12.7082619710156
CRISP3,GSM1551399,CIN3,10.0839377410938
TMPRSS11B,GSM1551399,CIN3,10.4481213067109
SPINK7,GSM1551399,CIN3,2.40257989610937
MAL,GSM1551399,CIN3,12.0287281553125
CDKN2A,GSM1551399,CIN3,11.5685938264063
CRNN,GSM1551400,CIN3,14.7738771333594
CRISP3,GSM1551400,CIN3,14.7647286594531
TMPRSS11B,GSM1551400,CIN3,13.697940161875
SPINK7,GSM1551400,CIN3,14.6054841483594
MAL,GSM1551400,CIN3,14.9879236180469
CDKN2A,GSM1551400,CIN3,2.38857784730469
CRNN,GSM1551401,CIN3,12.3975154854687
CRISP3,GSM1551401,CIN3,8.57595929250781
TMPRSS11B,GSM1551401,CIN3,11.1132627059375
SPINK7,GSM1551401,CIN3,9.96491253176563
MAL,GSM1551401,CIN3,13.2479762592969
CDKN2A,GSM1551401,CIN3,10.9482832497188
CRNN,GSM1551402,CIN3,1.78911070096875
CRISP3,GSM1551402,CIN3,10.0474445520469
TMPRSS11B,GSM1551402,CIN3,3.44630623964844
SPINK7,GSM1551402,CIN3,2.33699570065625
MAL,GSM1551402,CIN3,8.36667070848437
CDKN2A,GSM1551402,CIN3,10.5985415095859
CRNN,GSM1551403,CIN3,1.52038858778906
CRISP3,GSM1551403,CIN3,3.4075327688125
TMPRSS11B,GSM1551403,CIN3,3.12884533480469
SPINK7,GSM1551403,CIN3,2.33439882744531
MAL,GSM1551403,CIN3,9.11164252478125
CDKN2A,GSM1551403,CIN3,10.5115802556563
CRNN,GSM1551404,CIN3,3.91554826057813
CRISP3,GSM1551404,CIN3,3.67823942363281
TMPRSS11B,GSM1551404,CIN3,8.41018360447656
SPINK7,GSM1551404,CIN3,7.42740152203125
MAL,GSM1551404,CIN3,8.50421436110156
CDKN2A,GSM1551404,CIN3,12.5973216527344
CRNN,GSM1551405,CIN3,13.6789885186719
CRISP3,GSM1551405,CIN3,6.05672501964063
TMPRSS11B,GSM1551405,CIN3,12.8235233307031
SPINK7,GSM1551405,CIN3,12.2543432111719
MAL,GSM1551405,CIN3,14.1833040889062
CDKN2A,GSM1551405,CIN3,10.6366393402812
CRNN,GSM1551406,CIN3,1.5413841315
CRISP3,GSM1551406,CIN3,3.53297914200781
TMPRSS11B,GSM1551406,CIN3,3.40162958744531
SPINK7,GSM1551406,CIN3,2.33789039269531
MAL,GSM1551406,CIN3,3.71211403971875
CDKN2A,GSM1551406,CIN3,11.1773772146094
CRNN,GSM1551407,CIN3,10.858928803125
CRISP3,GSM1551407,CIN3,3.52963152711719
TMPRSS11B,GSM1551407,CIN3,9.36417782438281
SPINK7,GSM1551407,CIN3,9.38705664091406
MAL,GSM1551407,CIN3,3.77537377797656
CDKN2A,GSM1551407,CIN3,11.4632775014062
CRNN,GSM1551408,CIN3,13.8352984426562
CRISP3,GSM1551408,CIN3,11.0126858441953
TMPRSS11B,GSM1551408,CIN3,11.6199379046875
SPINK7,GSM1551408,CIN3,5.02216374159375
MAL,GSM1551408,CIN3,14.5563040114844
CDKN2A,GSM1551408,CIN3,12.0102370904688
CRNN,GSM1551409,CIN3,13.1848956891406
CRISP3,GSM1551409,CIN3,9.80483180689844
TMPRSS11B,GSM1551409,CIN3,10.3569754105625
SPINK7,GSM1551409,CIN3,5.35965603288281
MAL,GSM1551409,CIN3,13.8007923460938
CDKN2A,GSM1551409,CIN3,13.0680096295313
CRNN,GSM1551410,CIN3,1.40032335879688
CRISP3,GSM1551410,CIN3,4.69729164591406
TMPRSS11B,GSM1551410,CIN3,2.72726088855469
SPINK7,GSM1551410,CIN3,2.68624202171094
MAL,GSM1551410,CIN3,4.88248020638281
CDKN2A,GSM1551410,CIN3,11.4130278135938
CRNN,GSM1551411,Cancer,1.67512097292188
CRISP3,GSM1551411,Cancer,3.43304618039063
TMPRSS11B,GSM1551411,Cancer,2.98413253969531
SPINK7,GSM1551411,Cancer,2.58364157473437
MAL,GSM1551411,Cancer,2.6433296589375
CDKN2A,GSM1551411,Cancer,11.0653699170625
CRNN,GSM1551412,Cancer,14.5111934708594
CRISP3,GSM1551412,Cancer,4.965640400375
TMPRSS11B,GSM1551412,Cancer,13.9609052620313
SPINK7,GSM1551412,Cancer,12.7748676258594
MAL,GSM1551412,Cancer,7.72951895592187
CDKN2A,GSM1551412,Cancer,10.7790465266953
CRNN,GSM1551413,Cancer,14.6904452332031
CRISP3,GSM1551413,Cancer,13.0207862761719
TMPRSS11B,GSM1551413,Cancer,14.1268975854688
SPINK7,GSM1551413,Cancer,14.0799139158594
MAL,GSM1551413,Cancer,14.4255344592188
CDKN2A,GSM1551413,Cancer,9.13296186128906
CRNN,GSM1551414,Cancer,1.67557322557813
CRISP3,GSM1551414,Cancer,3.52247979978125
TMPRSS11B,GSM1551414,Cancer,4.17763549899219
SPINK7,GSM1551414,Cancer,3.24576532508594
MAL,GSM1551414,Cancer,8.18074984557813
CDKN2A,GSM1551414,Cancer,12.3669482330469
CRNN,GSM1551415,Cancer,5.49666195341406
CRISP3,GSM1551415,Cancer,4.07333592161719
TMPRSS11B,GSM1551415,Cancer,8.09630697844531
SPINK7,GSM1551415,Cancer,8.48848235963281
MAL,GSM1551415,Cancer,12.9277610946875
CDKN2A,GSM1551415,Cancer,11.8404232492188
CRNN,GSM1551416,Cancer,1.7012284714375
CRISP3,GSM1551416,Cancer,3.72411834330469
TMPRSS11B,GSM1551416,Cancer,3.51064389958594
SPINK7,GSM1551416,Cancer,6.01520054104687
MAL,GSM1551416,Cancer,2.91713436896094
CDKN2A,GSM1551416,Cancer,12.4326803290625
CRNN,GSM1551417,Cancer,1.48740145592188
CRISP3,GSM1551417,Cancer,3.34421246419531
TMPRSS11B,GSM1551417,Cancer,2.64972814702344
SPINK7,GSM1551417,Cancer,1.96964829983594
MAL,GSM1551417,Cancer,7.22878572257812
CDKN2A,GSM1551417,Cancer,9.57761247207812
CRNN,GSM1551418,Cancer,1.80478787592969
CRISP3,GSM1551418,Cancer,3.172723971375
TMPRSS11B,GSM1551418,Cancer,2.69937331764844
SPINK7,GSM1551418,Cancer,2.67800223216406
MAL,GSM1551418,Cancer,5.74596996805469
CDKN2A,GSM1551418,Cancer,10.3225391303281
CRNN,GSM1551419,Cancer,1.77299838407812
CRISP3,GSM1551419,Cancer,3.56319907607031
TMPRSS11B,GSM1551419,Cancer,3.39767539082812
SPINK7,GSM1551419,Cancer,1.96685019754688
MAL,GSM1551419,Cancer,3.494209020875
CDKN2A,GSM1551419,Cancer,9.97250520816406
CRNN,GSM1551420,Cancer,1.51663851992188
CRISP3,GSM1551420,Cancer,3.84212125813281
TMPRSS11B,GSM1551420,Cancer,3.4892855763125
SPINK7,GSM1551420,Cancer,6.56991453564062
MAL,GSM1551420,Cancer,3.55348094925
CDKN2A,GSM1551420,Cancer,12.572880311875
CRNN,GSM1551421,Cancer,1.56970964269531
CRISP3,GSM1551421,Cancer,3.54714576503906
TMPRSS11B,GSM1551421,Cancer,2.73386619879687
SPINK7,GSM1551421,Cancer,2.32182072448437
MAL,GSM1551421,Cancer,8.29821249472656
CDKN2A,GSM1551421,Cancer,9.15165796480469
CRNN,GSM1551422,Cancer,1.51869674620312
CRISP3,GSM1551422,Cancer,3.36041784957031
TMPRSS11B,GSM1551422,Cancer,2.65360208701563
SPINK7,GSM1551422,Cancer,2.34361552777344
MAL,GSM1551422,Cancer,6.55928706903125
CDKN2A,GSM1551422,Cancer,1.67613606958594
CRNN,GSM1551423,Cancer,1.48794201223437
CRISP3,GSM1551423,Cancer,3.553715331375
TMPRSS11B,GSM1551423,Cancer,2.70802745732813
SPINK7,GSM1551423,Cancer,2.3482356571875
MAL,GSM1551423,Cancer,7.71637803944531
CDKN2A,GSM1551423,Cancer,11.319854956875
CRNN,GSM1551424,Cancer,13.3737681389844
CRISP3,GSM1551424,Cancer,3.44742585696094
TMPRSS11B,GSM1551424,Cancer,12.49054992375
SPINK7,GSM1551424,Cancer,10.5762481933125
MAL,GSM1551424,Cancer,14.8444015247656
CDKN2A,GSM1551424,Cancer,11.1168411815625
CRNN,GSM1551425,Cancer,1.49092668338281
CRISP3,GSM1551425,Cancer,7.82496551325
TMPRSS11B,GSM1551425,Cancer,2.78707234984375
SPINK7,GSM1551425,Cancer,2.32781982561719
MAL,GSM1551425,Cancer,3.6398406086875
CDKN2A,GSM1551425,Cancer,8.97073993729687
CRNN,GSM1551426,Cancer,4.89357264385938
CRISP3,GSM1551426,Cancer,3.51910644176562
TMPRSS11B,GSM1551426,Cancer,6.13487310564844
SPINK7,GSM1551426,Cancer,7.70456526390625
MAL,GSM1551426,Cancer,12.8642108039062
CDKN2A,GSM1551426,Cancer,11.2878194892969
CRNN,GSM1551427,Cancer,1.50099218878906
CRISP3,GSM1551427,Cancer,3.35702226658594
TMPRSS11B,GSM1551427,Cancer,2.64343151953125
SPINK7,GSM1551427,Cancer,1.96846795035937
MAL,GSM1551427,Cancer,7.65954820303906
CDKN2A,GSM1551427,Cancer,9.45000506335156
CRNN,GSM1551428,Cancer,1.48983969683594
CRISP3,GSM1551428,Cancer,3.46234621685156
TMPRSS11B,GSM1551428,Cancer,2.72339769210937
SPINK7,GSM1551428,Cancer,1.97718022470312
MAL,GSM1551428,Cancer,3.6451242424375
CDKN2A,GSM1551428,Cancer,8.2849039304375
CRNN,GSM1551429,Cancer,1.4876625456875
CRISP3,GSM1551429,Cancer,4.51176641880469
TMPRSS11B,GSM1551429,Cancer,2.69336173608594
SPINK7,GSM1551429,Cancer,1.97537016982812
MAL,GSM1551429,Cancer,3.6776310508125
CDKN2A,GSM1551429,Cancer,11.7690296828906
CRNN,GSM1551430,Cancer,1.491604986625
CRISP3,GSM1551430,Cancer,3.48392753325
TMPRSS11B,GSM1551430,Cancer,5.14446337829687
SPINK7,GSM1551430,Cancer,2.35099686514062
MAL,GSM1551430,Cancer,8.51447362128906
CDKN2A,GSM1551430,Cancer,11.153687933125
CRNN,GSM1551431,Cancer,1.54116763530469
CRISP3,GSM1551431,Cancer,3.49280184678125
TMPRSS11B,GSM1551431,Cancer,5.26221277907812
SPINK7,GSM1551431,Cancer,10.0603676130156
MAL,GSM1551431,Cancer,11.6969812044531
CDKN2A,GSM1551431,Cancer,4.73181144048437
CRNN,GSM1551432,Cancer,7.88265686573437
CRISP3,GSM1551432,Cancer,3.50523019051563
TMPRSS11B,GSM1551432,Cancer,8.84598103811719
SPINK7,GSM1551432,Cancer,6.24799283186719
MAL,GSM1551432,Cancer,4.68335869277344
CDKN2A,GSM1551432,Cancer,11.1584516926563
CRNN,GSM1551433,Cancer,1.52096458340625
CRISP3,GSM1551433,Cancer,3.37815566553125
TMPRSS11B,GSM1551433,Cancer,2.73117484674219
SPINK7,GSM1551433,Cancer,2.34746678010938
MAL,GSM1551433,Cancer,9.82244872035938
CDKN2A,GSM1551433,Cancer,10.1989635725391
CRNN,GSM1551434,Cancer,1.52613344465625
CRISP3,GSM1551434,Cancer,3.53488042799219
TMPRSS11B,GSM1551434,Cancer,4.27292436401563
SPINK7,GSM1551434,Cancer,2.34715064235156
MAL,GSM1551434,Cancer,3.79215062171875
CDKN2A,GSM1551434,Cancer,12.0980639315625
CRNN,GSM1551435,Cancer,1.52220669532813
CRISP3,GSM1551435,Cancer,10.1382738252031
TMPRSS11B,GSM1551435,Cancer,2.84879314824219
SPINK7,GSM1551435,Cancer,2.30605486990625
MAL,GSM1551435,Cancer,6.80205876623438
CDKN2A,GSM1551435,Cancer,11.5924110427344
CRNN,GSM1551436,Cancer,1.54793204878125
CRISP3,GSM1551436,Cancer,3.47910377167188
TMPRSS11B,GSM1551436,Cancer,3.03730095886719
SPINK7,GSM1551436,Cancer,2.3475178351875
MAL,GSM1551436,Cancer,6.35975499067969
CDKN2A,GSM1551436,Cancer,11.7380512734375
CRNN,GSM1551437,Cancer,4.2442962286875
CRISP3,GSM1551437,Cancer,6.90304848655469
TMPRSS11B,GSM1551437,Cancer,3.96112228272656
SPINK7,GSM1551437,Cancer,2.71993113049219
MAL,GSM1551437,Cancer,8.13597680517969
CDKN2A,GSM1551437,Cancer,12.0543448964844
CRNN,GSM1551438,Cancer,1.52490475520312
CRISP3,GSM1551438,Cancer,3.56569408451562
TMPRSS11B,GSM1551438,Cancer,3.23605870705469
SPINK7,GSM1551438,Cancer,1.98497232379688
MAL,GSM1551438,Cancer,12.6399923559375
CDKN2A,GSM1551438,Cancer,11.7488010728906
